285.881506,251.0998827,187.3693473,137.3000213,100.5199445,77.03844923,50.81524637,28.11100149,12.06138012,,,
0.7482802664,0.8396646683,1.281125567,2.110758638,3.282952952,4.506911428,6.522725689,9.216242126,11.77313837,,,
,,,,,,,,,,,
,,,,,,,,,,,
282.71851,260.0595936,240.9136359,215.8996374,175.6299328,115.3930247,82.52519731,63.34857615,15.9856282,32.03524957,47.30095456,12.46267065
0.9838141425,1.002890058,1.042158691,1.152710485,1.486718509,2.657796648,3.958970246,5.130690395,10.341784,8.095750036,6.460393665,10.9026279
,,,,,,,,,,,
,,,,,,,,,,,
286.903397,267.7767705,236.5381026,197.8628946,172.8508959,134.5376493,120.8511092,86.43011412,42.6087884,12.47466937,,
2.203962346,1.992589245,1.836418494,1.881035484,2.050822996,2.582327692,2.870006018,3.997167706,6.681199585,10,,
,,,,,,,,,,,
,,,,,,,,,,,
286.5647664,276.4105162,249.8493494,227.1877666,148.228189,105.9920275,65.70099189,47.70357828,12.09670968,,,
1.515545616,1.493873469,1.479597817,1.537532169,2.257509055,3.205083351,4.82025428,5.925538065,9.128170504,,,
,,,,,,,,,,,
286.9407263,247.8895584,167.3894785,133.7643985,96.60969497,73.52882359,12.49000107,,,,,
1.684381518,1.55236679,1.945326268,2.437757824,3.378897796,4.316317947,8.954544089,,,,,
,,,,,,,,,,,
287.3340177,266.2469337,230.6993921,200.2199765,173.2495201,130.6320659,98.17019518,42.61745414,12.48666809,,,
1.652342992,1.57488752,1.582466802,1.708817432,1.936009059,2.569959542,3.427916654,6.276948794,9.172100606,,,
,,,,,,,,,,,
287.3006879,265.834311,231.8646011,174.040769,137.684647,109.1370254,88.79652837,63.36657423,33.62707978,12.10270904,,
2.100649085,1.845256415,1.660295034,1.801488081,2.203962346,2.775155638,3.395159031,4.506911428,6.554116865,8.742147877,,
,,,,,,,,,,,
287.2666916,265.018398,241.2029384,204.0988961,155.6460644,121.6370254,89.5731122,69.23661476,30.90137052,12.51399851,,
2.683439953,2.368536939,2.162040903,2.080575006,2.323485132,2.775155638,3.511200136,4.17366863,6.157555306,7.533227768,,
,,,,,,,,,,,
286.4787756,244.7118974,191.9828552,143.9133159,102.859695,57.09790956,41.05762052,26.97312287,12.49600043,,,
2.815415796,2.268373511,2.182900992,2.569959542,3.378897796,5.155382282,6.157555306,7.214653924,8.575863977,,,
